가차, 81, 190
바다, 40, 192
사차, 66, 179
사카, 67, 162
파카, 96, 159
사나, 52, 198
가카, 74, 188
라바, 91, 190
하아, 59, 180
가바, 73, 176
하사, 96, 160
파라, 77, 192
바타, 72, 159
하하, 45, 187
카하, 84, 173
다타, 63, 194
파마, 47, 199
가사, 96, 145
라파, 88, 198
차아, 50, 182
타아, 85, 149
라자, 71, 145
라라, 79, 188
차마, 64, 195
차바, 84, 160
아자, 59, 172
타카, 99, 196
바타, 97, 188
가가, 45, 180
라다, 61, 192
카사, 73, 191
파바, 82, 193
바타, 72, 199
라사, 88, 189
마타, 65, 148
차사, 57, 166
파나, 51, 184
나하, 64, 186
아바, 45, 191
마사, 60, 174
바사, 67, 192
사파, 78, 171
타바, 83, 172
자다, 87, 192
파하, 76, 180
파사, 61, 161
가타, 40, 147
자카, 63, 162
바사, 79, 154
파차, 57, 158
파나, 85, 186
바라, 49, 157
마하, 54, 158
파차, 75, 163
가라, 40, 180
카타, 50, 145
나파, 99, 170
카자, 77, 150
카파, 89, 168
자파, 88, 178
타자, 95, 175
사타, 53, 199
라카, 67, 182
자라, 88, 196
마파, 89, 153
라카, 83, 197
자사, 65, 183
다아, 50, 140
바파, 95, 181
바마, 52, 180
다사, 90, 192
파차, 95, 181
타아, 75, 193
파나, 98, 186
바가, 88, 146
바자, 92, 160
파나, 53, 170
차파, 40, 160
파사, 51, 196
가파, 69, 176
카아, 72, 175
파바, 78, 188
마파, 46, 184
하사, 94, 182
다차, 90, 184
자가, 45, 158
하자, 59, 156
다라, 60, 159
타차, 82, 160
라가, 90, 160
가라, 57, 189
나라, 60, 191
다하, 64, 180
하카, 90, 163
자나, 84, 185
타아, 49, 154
타사, 89, 143
사하, 94, 153
나카, 86, 150
차자, 50, 148
카아, 56, 193
바라, 66, 173
하타, 42, 174
사자, 79, 179
사차, 82, 163
파아, 73, 160
마다, 42, 191
가타, 54, 184
사차, 48, 178
아가, 52, 156
라자, 93, 194
가가, 93, 165
바자, 75, 194
자차, 89, 142
라바, 65, 182
사가, 58, 155
자아, 98, 162
라카, 83, 171
가아, 81, 169
가자, 44, 197
차자, 67, 185
마가, 67, 179
하나, 58, 181
나차, 71, 190
바타, 53, 149
자하, 50, 182
사차, 81, 192
타마, 55, 167
카바, 84, 149
사가, 71, 174
다차, 58, 166
가카, 78, 143
타마, 85, 176
자차, 83, 195
파다, 45, 167
다가, 84, 140
카가, 93, 150
차가, 83, 172
라카, 61, 187
나타, 69, 155
마자, 61, 168
다차, 86, 145
마타, 66, 170
파사, 96, 187
다나, 42, 154
사바, 95, 166
가라, 68, 163
사마, 62, 170
가사, 58, 195
사사, 67, 193
차하, 63, 157
카파, 80, 189
가사, 65, 197
아아, 81, 183
마자, 50, 191
다사, 64, 185
바가, 89, 146
아다, 71, 164
파카, 56, 164
아아, 57, 153
마차, 92, 171
다가, 93, 176
파하, 97, 145
마카, 87, 143
카바, 46, 194
하나, 52, 185
차하, 69, 170
사사, 92, 141
마바, 82, 158
카하, 89, 176
사카, 87, 156
나타, 95, 164
타하, 61, 144
가아, 84, 189
라가, 60, 157
카카, 73, 166
다다, 67, 194
자다, 62, 172
다마, 92, 156
타라, 61, 160
다카, 95, 178
사사, 65, 156
라자, 49, 176
라타, 70, 172
다아, 94, 187
아바, 87, 165
파가, 54, 191
차마, 48, 183
나다, 63, 173
나아, 58, 188
자바, 61, 156
다카, 62, 169
나하, 83, 179
사사, 45, 145
바나, 75, 154
타하, 70, 197
타파, 56, 175
다마, 45, 180
가아, 98, 172
다바, 75, 198
가마, 43, 173
가아, 43, 176
카카, 57, 165
파타, 82, 199
바하, 58, 168
바카, 96, 163
카사, 75, 151
가다, 66, 151
차가, 72, 145
라사, 96, 161
마마, 42, 150
타가, 41, 169
차마, 95, 146
사파, 76, 169
하차, 41, 173
라바, 74, 141
나아, 47, 149
아다, 69, 147
사사, 81, 171
마가, 53, 175
나나, 89, 187
카차, 86, 159
다차, 95, 191
바마, 82, 143
파파, 54, 143
사가, 89, 163
차파, 98, 198
바카, 54, 149
사가, 51, 169
자카, 95, 155
나라, 40, 177
타자, 98, 140
라사, 43, 142
다마, 82, 192
사다, 73, 177
가라, 86, 172
아사, 85, 160
타파, 43, 190
가자, 92, 192
파사, 50, 183
나하, 57, 161
나파, 63, 175
라바, 67, 155
나마, 75, 149
아바, 62, 178
카바, 46, 199
파하, 47, 152
다하, 71, 198
나사, 42, 148
자자, 63, 160
바나, 48, 189
바다, 72, 162
가하, 98, 199
카파, 76, 186
아아, 93, 176
가하, 71, 174
가마, 90, 143
사나, 94, 178
바바, 49, 198
다바, 46, 157
아나, 54, 198
차하, 92, 150
카나, 65, 140
카나, 65, 144
아사, 78, 141
사자, 84, 165
카사, 64, 170
바마, 40, 164
하타, 42, 149
나타, 91, 168
가아, 80, 140
카아, 64, 150
차다, 56, 174
다라, 80, 187
자바, 57, 156
다차, 46, 140
카파, 76, 181
바타, 80, 165
가아, 50, 141
라아, 90, 164
카차, 79, 174
마라, 74, 166
마아, 77, 143
아가, 46, 178
다마, 84, 188
아하, 44, 166
나자, 81, 192
파하, 87, 195
파타, 49, 153
하타, 59, 179
바사, 60, 197
하사, 63, 171
타마, 62, 156
아바, 81, 165
타카, 79, 163
나마, 92, 168
카아, 66, 176
가자, 62, 164
사차, 74, 156
라파, 89, 182
아마, 67, 191
바차, 76, 152
가자, 50, 191
아바, 66, 199
나나, 46, 166
타다, 81, 199
다바, 90, 159
파파, 49, 181
아타, 78, 189
사아, 45, 172
타사, 83, 186
사마, 84, 173
카가, 59, 174
차카, 66, 150
나아, 56, 189
가아, 86, 168
하차, 95, 174
차라, 84, 179
마나, 76, 175
하다, 94, 188
나하, 90, 163
바바, 80, 149
사라, 43, 178
카하, 45, 197
라가, 85, 188
마사, 90, 193
차사, 49, 174
차차, 83, 162
마하, 75, 147
자다, 91, 170
사사, 80, 164
타라, 50, 159
가나, 67, 162
아나, 96, 150
사아, 42, 191
카다, 88, 183
아차, 62, 168
자파, 57, 187
타아, 48, 149
타나, 90, 152
하자, 61, 149
차타, 49, 191
바타, 88, 149
다나, 79, 166
차다, 62, 161
파바, 76, 171
파라, 57, 186
라아, 85, 160
바라, 42, 195
카바, 48, 196
다아, 68, 164
가다, 89, 196
차하, 55, 187
가차, 53, 181
가카, 76, 141
사라, 88, 193
타타, 94, 179
아자, 48, 179
마하, 60, 151
다타, 55, 178
다차, 90, 161
아라, 66, 160
바파, 76, 178
마타, 75, 193
가파, 51, 184
가사, 50, 169
마가, 91, 150
하아, 88, 160
차마, 96, 165
타하, 80, 183
나차, 75, 175
아차, 45, 184
타하, 50, 197
라마, 51, 187
가파, 64, 161
가아, 87, 174
카아, 47, 144
하나, 94, 155
사다, 94, 151
파아, 72, 181
하라, 91, 154
사카, 55, 171
차나, 43, 163
아자, 88, 186
다마, 99, 189
아사, 89, 187
차마, 79, 143
하파, 49, 155
타다, 92, 143
가라, 59, 161
바바, 66, 172
차바, 58, 195
나라, 50, 142
하사, 87, 195
파바, 72, 189
바파, 88, 166
카파, 59, 194
카바, 78, 148
가타, 62, 164
하바, 64, 159
바다, 85, 180
하나, 61, 196
파아, 98, 162
바바, 90, 173
나라, 49, 192
아하, 73, 181
아라, 47, 194
자파, 76, 161
가다, 54, 159
하마, 42, 194
나자, 61, 148
파하, 89, 179
타아, 75, 173
파사, 96, 161
자나, 66, 199
라파, 76, 141
사마, 64, 176
바차, 46, 160
카아, 61, 184
파바, 65, 175
사다, 99, 179
파사, 58, 185
사하, 57, 166
나자, 98, 197
카마, 76, 165
차바, 47, 164
가마, 68, 172
자가, 75, 191
다바, 63, 158
사카, 88, 195
다바, 83, 173
차아, 68, 193
하가, 79, 196
바아, 48, 165
나바, 82, 140
가자, 99, 157
하사, 54, 167
사나, 96, 195
카다, 95, 167
바하, 62, 193
바하, 59, 199
차카, 67, 189
바가, 92, 166
타자, 77, 198
사카, 84, 141
차다, 73, 164
파자, 58, 153
사사, 59, 164
하타, 59, 152
다아, 73, 193
아사, 58, 170
나다, 64, 191
타나, 41, 147
카타, 43, 198
타라, 61, 185
다라, 76, 190
파나, 42, 182
가카, 84, 153
차사, 49, 191
다다, 55, 185
카마, 53, 147
파나, 67, 189
가카, 72, 187
자자, 47, 167
아타, 64, 198
마아, 93, 186
차파, 81, 152
하파, 87, 180
카라, 64, 166
자가, 91, 194
카다, 96, 162
라다, 53, 160
바차, 87, 158
바라, 59, 174
아바, 68, 174
바자, 75, 187
파나, 40, 148
가자, 44, 160
사다, 54, 178
차카, 75, 143
하가, 76, 180
다카, 84, 170
나파, 62, 157
카타, 47, 182
라파, 79, 163
사나, 73, 168
바카, 57, 187
차사, 93, 183
파나, 97, 183
카카, 79, 177
하카, 62, 163
카타, 46, 165
마다, 50, 177
타카, 70, 173
나파, 69, 158
바가, 55, 193
타카, 73, 195
차가, 60, 184
다다, 46, 145
사타, 55, 199
라가, 82, 152
라아, 49, 174
바가, 90, 176
라파, 67, 183
사차, 42, 190
다마, 55, 143
하나, 40, 141
타다, 97, 183
자가, 82, 189
차차, 48, 161
사타, 83, 188
하바, 70, 183
가바, 49, 158
아차, 63, 190
파바, 80, 162
사바, 69, 157
사하, 99, 188
바차, 90, 159
나파, 89, 144
파카, 85, 153
자아, 91, 167
파파, 61, 197
아바, 67, 148
카타, 78, 141
가바, 70, 178
하마, 61, 193
파카, 62, 198
파타, 47, 150
나가, 47, 186
파차, 51, 160
나가, 81, 176
타차, 97, 175
가파, 52, 169
다차, 75, 165
타가, 63, 166
파아, 70, 140
자타, 46, 163
나자, 46, 174
가카, 68, 177
나파, 91, 193
아가, 81, 193
마파, 52, 156
나자, 65, 196
타차, 47, 189
바파, 85, 156
타타, 80, 193
라가, 88, 169
라나, 85, 165
다차, 78, 176
하라, 81, 143
가카, 87, 165
마자, 57, 149
하카, 73, 154
사사, 87, 162
타마, 97, 178
자라, 70, 173
자차, 66, 155
아라, 76, 151
다나, 73, 145
카아, 62, 178
나타, 80, 150
차자, 70, 199
바자, 70, 192
가파, 82, 150
자바, 74, 191
가자, 95, 175
차자, 43, 186
타가, 84, 157
차사, 67, 145
차타, 86, 167
나나, 92, 147
마나, 94, 156
카다, 78, 198
타마, 92, 169
다카, 52, 140
사바, 87, 171
사다, 61, 197
바차, 85, 166
하마, 90, 188
마아, 79, 166
파마, 77, 196
라라, 57, 186
아라, 59, 181
가가, 74, 169
다아, 53, 158
사라, 58, 175
자사, 54, 148
파라, 90, 148
타다, 80, 146
아사, 82, 159
마마, 60, 169
차차, 41, 160
파파, 52, 183
하사, 59, 188
다카, 98, 194
아자, 54, 168
다자, 85, 145
하바, 76, 178
카차, 88, 154
나타, 98, 190
자다, 57, 146
다파, 94, 151
바나, 68, 198
차마, 80, 148
차나, 41, 182
나바, 91, 175
다아, 86, 183
마차, 48, 176
하다, 46, 169
라마, 88, 153
라차, 89, 180
사카, 41, 151
타나, 80, 193
다마, 76, 163
카바, 71, 197
타사, 53, 145
가타, 40, 181
다카, 43, 171
라사, 60, 168
사타, 88, 153
라사, 71, 192
파나, 73, 172
파마, 47, 142
파사, 81, 150
타타, 74, 193
아나, 87, 166
아카, 64, 199
타나, 42, 186
바차, 99, 143
사나, 66, 143
바카, 55, 196
파나, 71, 150
자하, 90, 190
바마, 69, 168
카다, 46, 191
사가, 48, 169
마차, 49, 160
사바, 67, 159
나마, 63, 187
아하, 92, 180
다카, 56, 156
카마, 70, 174
카바, 92, 164
타마, 74, 146
사사, 45, 191
자카, 91, 149
